"","Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","lat","long","Arrest","Emergency.Psych.Eval","Hour","Day"
"10837","2016-00003372",2016-01-17 23:21:00,"SIXTY-SECOND ST / SAN PABLO AVE","T",NA,1,"BM2TWS","Black","M","2","Traffic","Warning","Search",37.8665832,-122.2913846,"Not Arrested","No",23,"1"
"10838","2016-00003373",2016-01-17 23:24:00,"FOURTH ST / ALLSTON WAY","T",NA,1,"AM4TWN","Asian","M","4","Traffic","Warning","No Search",37.8648307,-122.2989737,"Not Arrested","No",23,"1"
"10839","2016-00003379",2016-01-17 23:48:00,"STANFORD AVE / SAN PABLO AVE","T",NA,1,"AM4TWN","Asian","M","4","Traffic","Warning","No Search",37.8408391,-122.2831,"Not Arrested","No",23,"1"
"10840","2016-00003380",2016-01-17 23:49:00,"SAN PABLO AVE / SIXTY-FIFTH ST","T",NA,1,"AM4TWN","Asian","M","4","Traffic","Warning","No Search",37.8664737,-122.2983845,"Not Arrested","No",23,"1"
"10841","2016-00003383",2016-01-18 00:03:00,"SHATTUCK AVE / CARLETON ST","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8612545,-122.2671221,"Not Arrested","No",0,"2"
"10842","2016-00003398",2016-01-18 02:55:00,"37.8532107497425~-122.29714472956","1196",NA,1,"OM2TWN","Other","M","2","Traffic","Warning","No Search",37.8532107497425,-122.29714472956,"Not Arrested","No",2,"2"
"10843","2016-00003413",2016-01-18 07:18:00,"1900 BLOCK CENTER ST","1194",NA,1,"BF4RWN","Black","F","4","Reasonable Suscipcion","Warning","No Search",37.8698683,-122.2712982,"Not Arrested","No",7,"2"
"10844","2016-00003413",2016-01-18 07:18:00,"1900 BLOCK CENTER ST","1194",NA,2,"BM4RWN","Black","M","4","Reasonable Suscipcion","Warning","No Search",37.8698683,-122.2712982,"Not Arrested","No",7,"2"
"10845","2016-00003413",2016-01-18 07:18:00,"1900 BLOCK CENTER ST","1194",NA,3,"HM3RWN","Hispanic","M","3","Reasonable Suscipcion","Warning","No Search",37.8698683,-122.2712982,"Not Arrested","No",7,"2"
"10846","2016-00003429",2016-01-18 10:20:00,"M L KING JR WAY / CENTER ST","T",NA,1,"OM3TCN","Other","M","3","Traffic","Citation","No Search",37.8696915,-122.2727922,"Not Arrested","No",10,"2"
"10847","2016-00003432",2016-01-18 10:33:00,"UNIVERSITY AVE / MILVIA ST","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.871918,-122.2706021,"Not Arrested","No",10,"2"
"10848","2016-00003438",2016-01-18 10:48:00,"M L KING JR WAY / CENTER ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8696915,-122.2727922,"Not Arrested","No",10,"2"
"10849","2016-00003440",2016-01-18 10:58:00,"M L KING JR WAY / UNIVERSITY AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8716087,-122.2730269,"Not Arrested","No",10,"2"
"10850","2016-00003441",2016-01-18 11:06:00,"DWIGHT WAY / CALIFORNIA ST","T",NA,1,"BM2TWN","Black","M","2","Traffic","Warning","No Search",37.8624713,-122.2789871,"Not Arrested","No",11,"2"
"10851","2016-00003443",2016-01-18 11:09:00,"BANCROFT WAY / M L KING JR WAY","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.8669897,-122.2725025,"Not Arrested","No",11,"2"
"10852","2016-00003445",2016-01-18 11:22:00,"M L KING JR WAY / UNIVERSITY AVE","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8716087,-122.2730269,"Not Arrested","No",11,"2"
"10853","2016-00003448",2016-01-18 11:33:00,"BANCROFT WAY / M L KING JR WAY","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8669897,-122.2725025,"Not Arrested","No",11,"2"
"10854","2016-00003451",2016-01-18 11:44:00,"ALLSTON WAY / M L KING JR WAY","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8687926,-122.2726916,"Not Arrested","No",11,"2"
"10855","2016-00003458",2016-01-18 12:31:00,"2400 BLOCK SHATTUCK AVE","1194",NA,1,"WM3RWN","White","M","3","Reasonable Suscipcion","Warning","No Search",37.8655842,-122.2679444,"Not Arrested","No",12,"2"
"10856","2016-00003463",2016-01-18 12:46:00,"M L KING JR WAY / CENTER ST","T",NA,1,"AF2RCS","Asian","F","2","Reasonable Suscipcion","Citation","Search",37.8696915,-122.2727922,"Not Arrested","No",12,"2"
"10857","2016-00003466",2016-01-18 13:05:00,"HEARST AVE / M L KING JR WAY","T",NA,1,"AM2TCN","Asian","M","2","Traffic","Citation","No Search",37.873328,-122.273212,"Not Arrested","No",13,"2"
"10858","2016-00003470",2016-01-18 13:19:00,"ALLSTON WAY / M L KING JR WAY","T",NA,1,"WF2WWN","White","F","2","Wanted","Warning","No Search",37.8687926,-122.2726916,"Not Arrested","No",13,"2"
"10859","2016-00003472",2016-01-18 13:30:00,"M L KING JR WAY / ALLSTON WAY","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.8687926,-122.2726916,"Not Arrested","No",13,"2"
"10860","2016-00003476",2016-01-18 13:39:00,"ADDISON ST / GRANT ST","T",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8702937,-122.2751557,"Not Arrested","No",13,"2"
"10861","2016-00003481",2016-01-18 13:54:00,"M L KING JR WAY / ALLSTON WAY","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8687926,-122.2726916,"Not Arrested","No",13,"2"
"10862","2016-00003485",2016-01-18 14:06:00,"SEVENTH ST / CARLETON ST","T",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8569533,-122.2930118,"Not Arrested","No",14,"2"
"10863","2016-00003487",2016-01-18 14:18:00,"SEVENTH ST / HEINZ AVE","T",NA,1,"WF4TCN","White","F","4","Traffic","Citation","No Search",37.8534795,-122.2919047,"Not Arrested","No",14,"2"
"10864","2016-00003501",2016-01-18 16:01:00,"2800 BLOCK CHANNING WAY","T",NA,1,"WM2IOS","White","M","2","Investigation","Other","Search",37.8679126,-122.2508365,"Not Arrested","No",16,"2"
"10865","2016-00003534",2016-01-18 18:48:00,"PARK ST / WARD ST","1196","IN",1,"BM2IWN","Black","M","2","Investigation","Warning","No Search",37.8574759,-122.2834232,"Not Arrested","No",18,"2"
"10866","2016-00003534",2016-01-18 18:48:00,"PARK ST / WARD ST","1196","IN",2,"OM2IWS","Other","M","2","Investigation","Warning","Search",37.8574759,-122.2834232,"Not Arrested","No",18,"2"
"10867","2016-00003534",2016-01-18 18:48:00,"PARK ST / WARD ST","1196","IN",3,"BF2IWS","Black","F","2","Investigation","Warning","Search",37.8574759,-122.2834232,"Not Arrested","No",18,"2"
"10868","2016-00003564",2016-01-18 21:26:00,"ASHBY AVE / CALIFORNIA ST","T",NA,1,"HM4TCN","Hispanic","M","4","Traffic","Citation","No Search",37.8535627,-122.276915,"Not Arrested","No",21,"2"
"10869","2016-00003565",2016-01-18 21:33:00,"BANCROFT WAY / COLLEGE AVE","T",NA,1,"OM4TCN","Other","M","4","Traffic","Citation","No Search",37.8692972,-122.2546034,"Not Arrested","No",21,"2"
"10870","2016-00003566",2016-01-18 21:40:00,"SHATTUCK AVE / DWIGHT WAY","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8639703,-122.2674259,"Not Arrested","No",21,"2"
"10871","2016-00003570",2016-01-18 22:01:00,"DWIGHT WAY / ACTON ST","T",NA,1,"WF2TCN","White","F","2","Traffic","Citation","No Search",37.8619391,-122.2830791,"Not Arrested","No",22,"2"
"10872","2016-00003571",2016-01-18 22:06:00,"CEDAR ST / SHATTUCK AVE","1194",NA,1,"WM3IWN","White","M","3","Investigation","Warning","No Search",37.8784363,-122.2690398,"Not Arrested","No",22,"2"
"10873","2016-00003573",2016-01-18 22:20:00,"SAN PABLO AVE/HEINZ ST","1194","FC",1,"BF4KOS","Black","F","4","Probation/Parole","Other","Search",37.8544034,-122.2873227,"Not Arrested","No",22,"2"
"10874","2016-00003574",2016-01-18 22:21:00,"M L KING JR WAY / CHANNING WAY","T",NA,1,"AF4TCN","Asian","F","4","Traffic","Citation","No Search",37.8651782,-122.2723067,"Not Arrested","No",22,"2"
"10875","2016-00003575",2016-01-18 22:28:00,"ADELINE ST / ASHBY AVE","T",NA,1,"AM3TWN","Asian","M","3","Traffic","Warning","No Search",37.8546188,-122.2691712,"Not Arrested","No",22,"2"
"10876","2016-00003576",2016-01-18 22:35:00,"2600 BLOCK COLLEGE AVE","1194","M",1,"OM3IWN","Other","M","3","Investigation","Warning","No Search",37.8636141,-122.253712,"Not Arrested","No",22,"2"
"10877","2016-00003579",2016-01-18 23:13:00,"WARD ST / MATHEWS ST","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8571184,-122.2861948,"Not Arrested","No",23,"2"
"10878","2016-00003581",2016-01-18 23:27:00,"TENTH ST / PARKER ST","T",NA,1,"HM2TWS","Hispanic","M","2","Traffic","Warning","Search",37.8591007,-122.2901793,"Not Arrested","No",23,"2"
"10879","2016-00003584",2016-01-18 23:36:00,"SEVENTH ST / ASHBY AVE","T",NA,1,"HF2TWN","Hispanic","F","2","Traffic","Warning","No Search",37.8510182,-122.2910929,"Not Arrested","No",23,"2"
"10880","2016-00003591",2016-01-19 00:49:00,"37.8604074730001~-122.299189454","1196",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8604074730001,-122.299189454,"Not Arrested","No",0,"3"
"10881","2016-00003597",2016-01-19 01:44:00,"CALIFORNIA ST / TYLER ST","1196",NA,1,"BM2TCS","Black","M","2","Traffic","Citation","Search",37.8526736,-122.2766864,"Not Arrested","No",1,"3"
"10882","2016-00003598",2016-01-19 01:53:00,"M L KING JR WAY / VINE ST","T",NA,1,"HM2TCN","Hispanic","M","2","Traffic","Citation","No Search",37.879636,-122.2738766,"Not Arrested","No",1,"3"
"10883","2016-00003607",2016-01-19 04:13:00,"CALIFORNIA ST / DWIGHT WAY","T",NA,1,"BM3TWN","Black","M","3","Traffic","Warning","No Search",37.8624713,-122.2789871,"Not Arrested","No",4,"3"
"10884","2016-00003617",2016-01-19 06:08:00,"SACRAMENTO ST / UNIVERSITY AVE","T",NA,1,"HF4TCN","Hispanic","F","4","Traffic","Citation","No Search",37.8704594,-122.2820309,"Not Arrested","No",6,"3"
"10885","2016-00003623",2016-01-19 06:58:00,"UNIVERSITY AVE / M L KING JR WAY","T",NA,1,"HF4TCN","Hispanic","F","4","Traffic","Citation","No Search",37.8716087,-122.2730269,"Not Arrested","No",6,"3"
"10886","2016-00003625",2016-01-19 07:18:00,"UNIVERSITY AVE / SACRAMENTO ST","T",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8704594,-122.2820309,"Not Arrested","No",7,"3"
"10887","2016-00003628",2016-01-19 07:41:00,"MLK/STUART ST","T",NA,1,"WM4TWN","White","M","4","Traffic","Warning","No Search",37.8579613,-122.2714923,"Not Arrested","No",7,"3"
"10888","2016-00003638",2016-01-19 09:36:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"AM3TCN","Asian","M","3","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",9,"3"
"10889","2016-00003640",2016-01-19 09:37:00,"CENTER ST / SHATTUCK AVE","1194",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",9,"3"
"10890","2016-00003643",2016-01-19 09:46:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",9,"3"
"10891","2016-00003645",2016-01-19 09:47:00,"SHATTUCK AVE/ CENTER ST","1194",NA,1,"HF4TCN","Hispanic","F","4","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",9,"3"
"10892","2016-00003646",2016-01-19 09:52:00,"SHATTUCK AVE / CENTER ST","1194B",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",9,"3"
"10893","2016-00003648",2016-01-19 09:55:00,"SHATTUCK AVE /CENTER ST","1194",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",9,"3"
"10894","2016-00003650",2016-01-19 10:02:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10895","2016-00003652",2016-01-19 10:06:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10896","2016-00003654",2016-01-19 10:10:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"OM2TCN","Other","M","2","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10897","2016-00003655",2016-01-19 10:15:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"OF3TCN","Other","F","3","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10898","2016-00003655",2016-01-19 10:15:00,"SHATTUCK AVE / CENTER ST","1194",NA,2,"HF3TCN","Hispanic","F","3","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10899","2016-00003656",2016-01-19 10:20:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"AM2TCN","Asian","M","2","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10900","2016-00003657",2016-01-19 10:21:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"WM2TCN","White","M","2","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10901","2016-00003660",2016-01-19 10:35:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"BM4TCN","Black","M","4","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10902","2016-00003661",2016-01-19 10:36:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"WF3TCN","White","F","3","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10903","2016-00003665",2016-01-19 10:43:00,"SHATTUCK AVE / CENTER ST","1194",NA,1,"OF2TCN","Other","F","2","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10904","2016-00003667",2016-01-19 10:50:00,"SHATTUCK/CENTER","1194",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10905","2016-00003669",2016-01-19 10:56:00,"SHATTUCK AVE/CENTER ST","1194",NA,1,"WM4TCN","White","M","4","Traffic","Citation","No Search",37.8703057,-122.2680389,"Not Arrested","No",10,"3"
"10906","2016-00003670",2016-01-19 10:56:00,"SHAT/CENTER","1194",NA,1,"WM3TCN","White","M","3","Traffic","Citation","No Search",37.8715926,-122.272747,"Not Arrested","No",10,"3"
"10907","2016-00003670",2016-01-19 10:56:00,"SHAT/CENTER","1194",NA,2,"OF2TCN","Other","F","2","Traffic","Citation","No Search",37.8715926,-122.272747,"Not Arrested","No",10,"3"
